rank	word	part_of_speech	hanja	explanation	nikl_level	topik_level
1933	주말02	명사	週末	을 보내다	초급	A
2348	주머니	명사		에 넣다	초급	B
2699	주먹	명사		을 쥐다	중급	B
	주목03	명사		을 끌다	중급	
5816	주무시다	동사		잠을	초급	B
10247	주문03	명사	呪文			C
4467	주문04	명사	注文	을 받다	초급	C
5408	주문하다01	동사	注文-			B
507	주민	명사	住民	이 모이다	중급	C
3660	주방05	명사	廚房	에서 요리하다	중급	C
654	주변04	명사	周邊	주변 환경	초급	B
1765	주부03	명사	主婦	로 살다	초급	B
5409	주사13	명사	注射	를 맞다	초급	B
4836	주소01	명사	住所	를 적다	초급	A
5553	주스	명사		를 마시다; juice	초급	A
1835	주식03	명사	株式	에 투자하다	중급	C
1489	주어지다	동사		기회가	중급	C
1058	주요01	명사	主要	주요 인물	중급	B
4380	주요하다	형용사	主要-			C
743	주위02	명사	周圍	눈 주위	초급	B
	주유소	명사		에서 일하다	중급	
3330	주의07	명사	注意	를 시카다	중급	C
3949	주의하다01	동사	注意-			C
825	주인01	명사	主人	가게 주인	초급	A
1310	주인공	명사	主人公	으로 나오다	중급	B
	주일03	명사		이번 주일	초급	
9340	주일03	의존명사	週日	이번 주일	초급	C
729	주장03	명사	主張	을 내세우다	중급	C
503	주장하다01	동사	主張-			B
3016	주저앉다	동사		바닥에	중급	C
9783	주전자	명사	酒煎子	에 물을 끓이다	중급	C
836	주제04	명사	主題	대화 주제	중급	B
14862	주차04	명사	駐車	주차 위반	초급	B
	주차권	명사		을 사다	중급	
	주차료	명사		를 내다	중급	
5143	주차장	명사	駐車場	에 세우다	초급	B
19443	주차하다01	동사	駐車-			B
1478	주택	명사	住宅	을 짓다	중급	B
5144	주한02	명사	駐韓			C
	주황색	명사		색깔	초급	
8218	죽03	부사		줄을 ~ 긋다		C
4381	죽07	명사	粥	을 끓이다	중급	B
231	죽다01	동사		굶어 ~; 사람이	초급	A
6308	죽다01	보조 용언		심심해 ~		B
985	죽음01	명사		을 맞다	중급	B
1215	죽이다01	동사		굶겨 ~; 쥐를	중급	B
1074	준비	명사	準備	출근 준비	초급	A
5554	준비되다	동사	準備-			B
3950	준비물	명사	準備物	을 챙기다	중급	B
1107	준비하다	동사	準備-			A
1205	줄01	명사		~로 감다; 을 감다	초급	B
343	줄04	의존명사		방법		B
5673	줄거리01	명사		를 얘기하다	중급	C
3130	줄곧	부사		줄곧 생각하다	중급	C
2325	줄기01	명사		식물 줄기	중급	B
	줄넘기	명사		를 하다	중급	
2810	줄다	동사		크기가	초급	B
8219	줄무늬	명사		를 그리다	중급	B
1704	줄어들다	동사		숫자가	중급	C
896	줄이다	동사		소리를	초급	B
2781	줍다01	동사		쓰레기를	초급	B
	중01	명사		불교	중급	
66	중04	의존명사	中	회의 중	초급	B
1681	중간01	명사	中間	집과 학교의 중간	초급	B
5819	중계방송	명사	中繼放送			C
	중고01	명사		중고 자동차	중급	
	중고차	명사		를 사다	중급	
	중고품	명사		을 팔다	중급	
	중국	고유 명사	中國			A
	중국01	명사		나라 	초급	
19454	중국어	명사	中國語	로 말하다	중급	A
	중국인	명사		을 만나다	중급	
11408	중국집	명사	中國-	에 주문하다	초급	B
	중급	명사		중급 수준	중급	
5145	중년01	명사	中年			C
5674	중단04	명사	中斷	운행 중단	중급	C
5555	중단되다	동사	中斷-			C
4554	중단하다	동사	中斷-			C
4555	중대하다01	형용사	重大-			C
5820	중독01	명사	中毒	을 일으키다	중급	C
2879	중반03	명사	中盤	에 들어서다	중급	C
3051	중부03	명사	中部	중부 지방	중급	C
1823	중세02	명사	中世			C
2048	중소기업	명사	中小企業	에 취직하다	중급	C
5283	중순	명사	中旬	내달 중순	중급	C
	중식	명사		중국 음식	중급	
36464	중식80	명사	中食	중국 음식		C
308	중심01	명사	中心	서울의 중심	초급	B
4556	중심지	명사	中心地	경제의 중심지	중급	C
872	중앙01	명사	中央	무대 중앙	초급	C
3839	중얼거리다	동사		혼자 중얼거리다	중급	C
5974	중요02	명사	重要	중요 자료	초급	B
2725	중요성	명사	重要性	을 지니다	중급	B
5556	중요시하다	동사	重要視-			C
220	중요하다02	형용사	重要-			A
1996	중학교	명사	中學校	에 입학하다	초급	A
5053	중학생	명사	中學生	이 되다	초급	A
	중형차	명사		를 운전하다	중급	
3250	쥐02	명사		동물	중급	B
1413	쥐다01	동사		주먹을 ~	중급	B
267	즉01	부사	卽	즉, 다시 말해서	중급	B
7918	즉석	명사	卽席	으로 만들다	중급	C
2611	즉시	명사	卽時	즉시 시작하다	중급	B
3203	즐거움	명사		을 느끼다	중급	B
9345	즐거워하다	동사		매우 즐거워하다	초급	B
1002	즐겁다	형용사		마음이	초급	A
687	즐기다01	동사		휴가를	초급	B
2513	증가01	명사	增加	인구 증가	중급	C
1441	증가하다01	동사	增加-			C
2146	증거	명사	證據	를 찾다	중급	C
2014	증권01	명사	證券			C
3017	증권사	명사	證券社			C
	증명	명사		을 하다	중급	
	증명서	명사		를 발급하다	중급	
3296	증명하다	동사	證明-			C
2271	증상01	명사	症狀	감기 증상	중급	B
4021	증세01	명사	症勢	가 악화되다	중급	B
688	지02	의존명사		만난 ~ 오래되다		B
5284	지각04	명사	知覺	이 들다	중급	C
	지각05	명사		을 하다	초급	
3888	지갑03	명사	紙匣	에 넣다	초급	A
5411	지겹다	형용사		공부가	중급	C
2296	지경02	의존명사	地境			C
2811	지구03	명사	地區			B
773	지구04	명사	地球	에 살다	중급	B
3778	지극히	부사	至極-	지극히 간단하다	중급	C
176	지금03	명사	只今	지금부터	초급	A
195	지금03	부사	只今	지금부터	초급	A
6894	지금껏	부사	只今-	지금껏 모르다	중급	C
5821	지급01	명사	支給	이자 지급	중급	C
3841	지급하다01	동사	支給-			C
961	지나가다	동사		시간이	초급	B
97	지나다	동사		시간이	초급	B
4237	지나치다	동사		욕심이	중급	C
1059	지나치다	형용사		욕심이	중급	B
4022	지난날	명사		을 기억하다	중급	C
1643	지난달	명사		시간	초급	A
3331	지난번	명사	-番	시간	초급	B
7371	지난주	명사	-週	시간	초급	A
523	지난해	명사		시간	초급	B
600	지내다01	동사		잘 지내다	초급	A
10254	지능	명사	知能	이 높다	중급	C
477	지니다	동사		돈을	중급	C
2751	지다02	동사		해가 ~	중급	B
3204	지다03	동사		전쟁에 ~; 경기에서	초급	B
5147	지다04	동사		그늘이 ~		C
1776	지다05	동사		배낭을; 등에 ~	중급	B
1888	지대07	명사	地帶			C
1901	지도03	명사	地圖	를 보다	초급	A
2372	지도09	명사	指導	를 받다	중급	C
1682	지도자	명사	指導者	를 뽑다	중급	C
6137	지도하다	동사	指導-			C
4161	지루하다01	형용사		수업이	초급	C
1644	지르다03	동사		소리를 ~	초급	B
6896	지름길	명사		로 가다	중급	C
	지리산	고유 명사	智異山			C
275	지방05	명사	地方	남쪽 지방	초급	B
7920	지방09	명사	脂肪	식물성 지방	중급	C
1954	지배하다01	동사	支配-			C
	지불02	명사		비용 지불	중급	
4102	지불하다01	동사	支拂-			C
2478	지붕	명사		에 올라가다	중급	B
3605	지속되다	동사	持續-			C
2586	지속적	명사	持續的			C
2103	지시02	명사	指示	를 하다	중급	C
2880	지시하다	동사	指示-			C
822	지식02	명사	知識	을 얻다	중급	C
2373	지식인	명사	知識人	지식인 사회	중급	C
162	지역03	명사	地域	서울 지역	중급	B
	지옥	명사		에 떨어지다	중급	
11421	지우개	명사		로 지우다	초급	A
2812	지우다01	동사		낙서를 ~; 지우개로	초급	A
9788	지우다05	동사		짐을 ~		C
8224	지워지다	동사				C
1032	지원02	명사	支援	생활비 지원	중급	C
	지원07	명사		지원 동기	중급	
2479	지원하다01	동사	支援-			C
1902	지위04	명사	地位	가 높다	중급	C
8225	지저분하다	형용사		길이	중급	C
6138	지적01	명사	知的			C
1621	지적05	명사	指摘	을 받다	중급	C
3297	지적되다	동사	指摘-			C
976	지적하다	동사	指摘-			C
5557	지점01	명사	支店			C
3298	지점03	명사	地點			B
	지정14	명사		지정 좌석	중급	
2700	지지06	명사	支持			C
6897	지진02	명사	地震	이 발생하다	중급	C
3131	지출01	명사	支出	이 늘다	중급	C
2258	지치다01	동사		몸이; 일에 ~	중급	B
1786	지켜보다	동사		몰래 지켜보다	중급	C
381	지키다01	동사		나라를	초급	B
	지퍼	명사		를 올리다	중급	
8943	지폐	명사	紙幣	를 세다	중급	C
1745	지하	명사	地下	로 내려가다	초급	A
11424	지하도	명사	地下道	를 건너다	초급	B
	지하실	명사		로 내려가다	중급	
1755	지하철	명사	地下鐵	을 타다	초급	A
	지하철역	명사		에 도착하다	초급	
1934	지혜02	명사	智慧	를 모으다	중급	C
	지혜롭다	형용사		생각이	중급	
5285	직선01	명사	直線	직선 도로	중급	C
1578	직업	명사	職業	을 구하다	초급	B
1187	직원03	명사	職員	을 모집하다	초급	B
1052	직장05	명사	職場	에 다니다	초급	B
7629	직장인	명사	職場人	이 출근하다	중급	C
2978	직전02	명사	直前			C
2942	직접	명사	直接	직접 만나다	초급	B
561	직접	부사	直接	직접 만나다	초급	B
	직접적	관형사		직접적 이유	중급	
2049	직접적	명사	直接的	직접적 이유	중급	C
	직진02	명사		으로 가다	중급	
2015	직후	명사	直後	식사 직후	중급	C
4024	진급	명사	進級			C
3205	진단02	명사	診斷	을 받다	중급	C
	진단서	명사		를 떼다	중급	
5559	진단하다	동사	診斷-			C
7378	진달래	명사				B
6689	진동03	명사	振動	이 울리다	중급	C
6139	진로02	명사	進路	를 결정하다	중급	C
6489	진료	명사	診療			C
1766	진리	명사	眞理	를 깨닫다	중급	C
	진술02	명사		을 듣다	중급	
2050	진실02	명사	眞實	을 말하다	중급	C
8945	진실로	부사	眞實-			C
5822	진실하다	형용사	眞實-			C
7630	진심01	명사	眞心	으로 축하하다	중급	C
	진정하다01	형용사		진정한 친구	중급	
2374	진지하다	형용사	眞摯-	태도가	중급	C
2480	진짜	명사	眞-	진짜 괜찮다	초급	B
1431	진짜	부사	眞-	진짜 괜찮다	초급	B
16173	진찰02	명사	診察	을 받다	중급	C
2782	진출02	명사	進出	사회 진출	중급	B
3662	진출하다02	동사	進出-			C
8226	진통01	명사	陣痛			C
	진통제	명사		를 먹다	중급	
3018	진하다01	형용사	津-	안개가	초급	B
	진학	명사		진학 상담	중급	
2297	진행02	명사	進行	이 순조롭다	중급	C
1246	진행되다	동사	進行-			B
6140	진행자	명사	進行者	뉴스 진행자	중급	C
2587	진행하다	동사	進行-			B
	-질11	접사		가위질	중급	
2667	질08	명사	質	이 좋다	중급	B
1144	질문	명사	質問	에 답하다	초급	A
7634	질문하다	동사	質問-			A
3206	질병02	명사	疾病	을 치료하다	중급	C
607	질서03	명사	秩序	를 유지하다	중급	B
4942	질적	명사	質的			C
	질투	명사		가 나다	중급	
2538	짐01	명사		을 싸다	초급	B
	짐승	명사		을 잡다	중급	
5414	짐작	명사	斟酌	도 못하다	중급	C
2979	짐작하다	동사	斟酌-			C
49	집01	명사		에 살다	초급	A
1756	집다01	동사		손가락으로	중급	B
552	집단	명사	集團	을 이루다	중급	C
4736	집단적	명사	集團的			C
	집들이	명사		에 초대하다	초급	
	집세	명사		를 내다	중급	
1213	집안01	명사		이 편안하다	중급	B
4468	집안일	명사		을 보다	초급	C
3333	집어넣다	동사		감옥에	중급	C
2243	집중02	명사	集中	시선 집중	중급	B
3163	집중되다	동사	集中-			C
	집중적	관형사		집중적 관심	중급	
4560	집중적	명사	集中的	집중적 관심	중급	C
9354	집중하다02	동사	集中-			C
1525	짓01	명사		나쁜 짓	중급	B
247	짓다01	동사		집을	초급	B
	짖다	동사		강아지가	중급	
2482	짙다02	형용사		색깔이	중급	B
2944	짚다01	동사		지팡이를	중급	C
3207	짜다01	동사		관을 ~; 목도리를	중급	C
5057	짜다02	동사		치약을; 빨래를 ~	중급	C
9356	짜다03	형용사		음식이 ~; 맛이	초급	A
	-짜리02	접사		백 원짜리	중급	
3663	짜증	명사		을 내다	초급	B
9357	짜증스럽다	형용사		말투가	중급	C
1622	짝01	명사		을 맞추다; ~이 맞다	초급	C
	짝수	명사		홀수	중급	
	짠맛	명사		이 나다	중급	
856	짧다	형용사		다리가	초급	A
7637	짧아지다	동사				B
	짬뽕	명사		음식	초급	
	-째02	접사		첫째	중급	
10265	쩔쩔매다	동사				C
6142	쪽02	명사		면; 쪽 번호	중급	B
	쪽03	명사		사과 몇 쪽	중급	
7383	쪽03	의존명사		부분; 사과 몇 쪽	중급	C
233	쪽05	의존명사		방향	초급	A
5415	쫓겨나다	동사		집에서	중급	C
3606	쫓기다	동사		경찰에게	중급	C
3089	쫓다	동사		범인을	중급	C
	쫓아가다	동사		회사로	중급	
	쫓아내다	동사		마을에서	중급	
	쫓아다니다	동사		선배를	중급	
	쫓아오다	동사		친구가	중급	
3607	쭉	부사		줄을 쭉 긋다	중급	C
	-쯤02	접사		이쯤	중급	
6693	찌개01	명사		를 끓이다	초급	A
5148	찌꺼기	명사				C
7638	찌다01	동사		살이 ~	초급	B
7385	찌다05	동사		감자를; 떡을 ~	초급	C
2668	찌르다	동사		바늘로	중급	B
	찌푸리다	동사		인상을	중급	
	찍다01	동사		도끼로	중급	
1188	찍다02	동사		서류에 도장을 ~	초급	A
4838	찍히다02	동사		도장이 ~	중급	C
	찜질	명사		모래 찜질	중급	
	찡그리다	동사		얼굴을	중급	
5416	찢다	동사		종이를	중급	C
4652	찢어지다	동사		종이가	중급	C
962	차03	의존명사	次			C
	차05	명사		자동차	초급	
417	차06	명사	車			A
3133	차08	명사	差	를 마시다	초급	C
3052	차09	명사	茶			A
2067	차갑다	형용사		물이	초급	B
7386	차남02	명사	次男			B
994	차다01	동사		공간이; 가득 ~	초급	C
2223	차다02	동사		공을 ~	초급	B
3890	차다03	동사		시계를 ~	초급	C
3716	차다04	형용사		바람이; 날씨가 ~	초급	B
	차도01	명사		로 다니다	중급	
1874	차라리	부사		차라리 죽는 게 낫다	중급	C
2016	차량01	명사	車輛	을 통제하다	중급	C
658	차례01	명사	次例	지키다	초급	B
	차로02	명사		를 건너다	중급	
1386	차리다	동사		음식을	중급	B
